layer,source,sentence
Layer_1_Identity,Business_Report_2026,"436,768 주식회사 보이저벤처스 300,000 소계 1,036,768 410,825 합계 2,697,330 679,971 단위 천원 구 분 당기 전기 당기손익 공정가치측정 금융자산 기타포괄손익 공정가치측정 금 융자산 당기손익 공정가치 측정 금융자산 기타포괄손익 공정가치 측정 금융자산 기초금액 269,146 410,825 17,740 300,000 취득 1,276,655 736,768 250,000 사업결합으로 인한 증감 110,825 평가손익 171 3,765 1,406 대체 114,590 114,590 처분 기말 1,660,562 1,036,768 269,146 410,825 전자공시시스템 dart.fss.or.kr Page 65 10."
Layer_1_Identity,Business_Report_2026,"단위 천원 구 분 순자산 연결실체 지분율 순자산지분금액 영업권 등 기말 주 쎄스 888,230 58 512,243 5,942,747 5,430,504 단위 천원 구 분 취득가액 감가상각누계액 손상차손누계액 1 정부보조금 장부금액 토지 16,201,645 16,201,645 건물 8,294,568 3,125,403 5,169,165 구축물 163,574 3,328 160,246 기계장치 1,799,418 811,726 34,780 952,912 차량운반구 75,946 39,741 36,205 시설장치 632,964 215,756 417,208 비품 5,487,911 2,703,704 258,953 2,525,254 기타의유형자산 2 8,217,929 3,097,064 4,720,710 400,155 지상국 12,572,738 3,436,390 9,136,348 건설중인유형자산 21,468,697 1,070,329 281,416 20,116,952 합계 74,915,390 13,433,112 5,791,039 575,149 55,116,090 전자공시시스템 dart.fss.or.kr Page 67 전기말 2 유형자산의 변동내역 당기 기타증감액은 해외사업장의 유형자산 환산에 의한 해외사업환산손익 반영액으로 구성되 어 있습니다."
Layer_1_Identity,Business_Report_2026,"단위 천원 구 분 취득가액 감가상각누계액 손상차손누계액 정부보조금 장부금액 토지 21,122,803 21,122,803 건물 7,616,185 2,741,767 4,874,418 기계장치 1,341,436 584,676 21,690 735,070 차량운반구 75,946 27,148 48,798 시설장치 588,536 89,511 499,025 비품 4,208,560 1,998,106 110,400 2,100,054 기타의유형자산 3,245,569 2,995,732 249,837 지상국 9,961,537 2,282,711 7,678,826 건설중인유형자산 15,248,318 5,364,534 9,883,784 합계 63,408,890 10,719,651 5,364,534 132,090 47,192,615 단위 천원 구 분 기초 취득 상각 손상 대체 연결범위 변동 기타증감 기말 토지 21,122,803 4,857,693 63,465 16,201,645 건물 4,874,418 383,636 678,383 5,169,165 구축물 3,328 163,574 160,246 기계장치 735,070 157,486 214,612 280,942 5,974 952,912 차량운반구 48,798 12,593 36,205 시설장치 499,025 31,845 127,602 35,320 20,843 537 417,208 비품 2,100,054 1,155,502 666,564 21,452 68,839 16,351 2,525,254 기타의유형자산 249,837 251,650 101,332 400,155 지상국 7,678,826 1,153,679 2,611,201 9,136,348 건설중인유형자산 9,883,784 13,848,817 426,505 3,223,229 34,085 20,116,952 합계 47,192,615 15,445,300 2,663,346 426,505 4,290,050 89,682 52,242 55,116,090 전자공시시스템 dart.fss.or.kr Page 68 전기 기타증감액은 해외사업장의 유형자산 환산에 의한 해외사업환산손익 반영액으로 구성되 어 있습니다."
Layer_1_Identity,Business_Report_2026,"3 유형자산 감가상각비 현황 단위 천원 구 분 기초 취득 처분 상각 손상 대체 사업결합으로 인한 증가 기타증감 기말 토지 5,905,514 2,669,160 123,032 70,854 12,409,696 190,611 21,122,803 건물 1,893,631 247,631 1,856,705 1,371,713 4,874,418 기계장치 21,092 345,310 12,364 29,179 345,416 46,029 18,766 735,070 차량운반구 18,202 9,617 40,213 48,798 시설장치 116,678 99,028 4 66,780 348,600 1,503 499,025 비품 555,987 1,106,246 26,161 377,255 237,387 555,153 48,697 2,100,054 기타의유형자산 83,451 37,180 203,566 249,837 지상국 7,710,434 943,057 911,449 7,678,826 건설중인유형자산 11,252,348 8,421,189 5,364,534 4,453,218 28,000 9,883,785 합계 27,473,886 12,724,384 161,561 1,710,699 5,364,534 682,807 14,654,370 259,577 47,192,616 단위 천원 구 분 당기 전기 제조원가 등 1,799,892 1,242,770 판매비와관리비 863,454 467,929 합계 2,663,346 1,710,699 전자공시시스템 dart.fss.or.kr Page 69 12."
Layer_1_Identity,Business_Report_2026,"단위 천원 구 분 기초 취득 상각 연결범위 변동 해외사업장환산손익 기말 산업재산권 152,068 93,553 51,211 194,410 소프트웨어 631,420 119,422 180,532 4,494 1,371 564,445 고객관계 24,397,596 2,568,168 21,829,428 기타의무형자산 1,782,396 1,782,396 영업권 33,827,819 33,827,819 합계 60,791,299 212,975 4,582,307 4,494 1,371 56,416,102 단위 천원 구 분 기초 취득 처분 상각 대체 사업결합으로 인한 증가 해외사업장환산손익 기말 산업재산권 126,747 24,498 35,112 35,935 152,068 소프트웨어 235,406 223,194 17,019 129,741 305,667 9,935 3,978 631,420 고객관계 1,284,084 25,681,680 24,397,596 기타의무형자산 891,198 2,673,594 1,782,396 영업권 33,827,819 33,827,819 합계 362,153 247,692 17,019 2,340,135 305,667 62,228,963 3,978 60,791,299 전자공시시스템 dart.fss.or.kr Page 71 5 영업권의 손상 평가 1 영업권은 연결실체의 경영진이 영업권을 관리하는 단위인 현금창출단위 별로 다음과 같 이 배분되었습니다."
Layer_1_Identity,Business_Report_2026,"2 현금흐름창출단위의 회수가능가액은 경영진의 승인을 받은 미래 사업계획을 반영한 사용 가치 계산에 근거하여 결정되었으며, 주요 현금창출단위 사용가치 계산에 사용된 주요 가정 치는 다음과 같습니다 3 영업권 손상에 대한 민감도 분석은 다음과 같습니다."
Layer_1_Identity,Business_Report_2026,"단위 천원 구 분 확정급여채무 현재가치 사외적립자산 순확정급여 부채 자산 기초 600,383 600,383 당기손익으로 인식되는 금액 당기근무원가 669,190 669,190 이자비용 이자수익 223,306 202,778 20,528 소 계 892,496 202,778 689,718 기타포괄손익으로 인식되는 재측정요소 사외적립자산의 수익 위의 이자에 포함된 금액 제외 51,645 51,645 재무적가정의 변동에서 발생하는 보험수리적손익 58,029 58,029 인구통계적가정의 변동에서 발생하는 보험수리적손익 94,686 94,686 경험조정으로 인해 발생한 보험수리적손익 262,869 262,869 소 계 110,154 51,645 58,509 기여금 제도가입자가 납부한 기여금 550,000 550,000 제도에서 지급한 금액 지급액 2,482,120 2,205,316 276,804 사업결합으로 인한 증가 10,500,179 10,528,717 28,538 기말 9,400,784 9,024,534 376,250 단위 천원 구 분 당기말 전기말 현금및현금성자산 9,949,060 9,024,534 전자공시시스템 dart.fss.or.kr Page 80 4 주요 보험수리적 가정 5 주요 가정의 변동에 따른 당기 확정급여채무의 민감도 분석 당기말 전기말 상기의 민감도 분석은 다른 가정은 일정하다는 가정하에 산정됐습니다."
Layer_1_Identity,Business_Report_2026,"고객과의 계약에서 생기는 수익 및 관련 계약자산과 계약부채 1 고객과의 계약에서 생기는 수익 1 수익으로 인식한 금액 2 고객과의 계약에서 생기는 수익의 구분 2 원가기준 투입법 적용계약 1 공사계약 잔액 단위 천원 구 분 당기 전기 고객과의 계약에서 생기는 수익 86,898,165 68,983,082 단위 천원 구 분 지상국 솔루션 위성영상 솔루션 위성제조 및 서비스 솔루션 기타 합계 외부고객으로부터 수익 24,357,283 13,741,806 48,525,100 273,976 86,898,165 수익인식 시점 기간에 걸쳐 인식 23,768,487 13,688,976 20,678,456 58,135,919 한 시점에 인식 588,795 52,831 27,846,645 273,976 28,762,247 지역별 구분 국내 16,910,432 7,755,877 20,877,757 113,811 45,657,877 해외 7,446,851 5,985,929 27,647,344 160,164 41,240,288 단위 천원 구 분 기초계약잔액 신규수주 공사수익 이월계약잔액 지상국솔루션 23,936,548 28,754,829 25,376,817 27,314,560 위성영상솔루션 11,006,285 9,933,799 10,564,396 10,375,688 위성제조 및 서비스 솔루션 36,549,612 6,917,147 18,152,174 25,314,585 합 계 71,492,445 45,605,775 54,093,387 63,004,833 전자공시시스템 dart.fss.or.kr Page 89 2 진행중인 계약의 누적공사원가 등 3 계약자산과 계약부채 전기말의 계약부채 잔액 중 당기에 수익으로 인식한 금액은 15,827,809천원입니다."
Layer_1_Identity,Business_Report_2026,"4 총계약원가의 추정치 변동 단위 천원 구 분 누적공사원가 누적손익 계약자산 계약부채 지상국솔루션 24,705,433 4,242,744 3,224,278 9,794,716 위성영상솔루션 11,262,682 536,404 272,966 3,816,004 위성제조 및 서비스 솔루션 65,760,926 12,124,400 4,646,950 14,521,407 합 계 101,729,041 16,903,548 8,144,194 28,132,127 단위 천원 구 분 당기말 전기말 계약자산 미청구공사 8,144,194 3,275,451 계약부채 초과청구공사 28,132,127 25,621,620 단위 천원 구 분 계약금액의 변동 추정총계약 원가의 변동 당기 손익에 미치는 영향 미래 손익에 미치는 영향 공사손익 변동금액 계약자산 변동 계약부채 변동 지상국 솔루션 213,774 76,227 235,511 54,490 290,001 628,278 338,277 위성영상 솔루션 36,530 950,283 908,869 4,884 913,753 114,297 1,028,050 위성제조 및 서비스 솔루션 836,727 1,613,900 803,312 26,140 777,172 357,655 1,134,827 전자공시시스템 dart.fss.or.kr Page 90 5 투입법을 적용하여 수익을 인식한 매출 중 당기말 현재 진행중인 주요 프로젝트는다음과 같습니다."
Layer_1_Identity,Business_Report_2026,"단위 천원 구분 계약일 계약금액 진행률 누적매출액 계약자산 계약부채 지상국솔루션 2023 12 27 13,087,240 79 10,381,340 3,132,610 2023 12 19 4,439,091 100 4,439,091 2023 11 13 8,727,273 100 8,727,273 2024 10 04 13,525,489 89 12,016,919 1,552,084 2025 11 21 4,531,991 1 60,484 1,939,516 2025 11 24 2,836,455 0 10,576 698,515 2025 12 08 4,323,982 1 29,714 1,970,286 2025 12 10 8,642,880 34 2,933,988 1,367,109 2025 12 10 4,125,943 0 474 1,999,526 위성제조 및 서비스 솔루션 2016 04 01 2,317,727 86 1,994,873 285,763 2019 03 29 12,926,937 100 12,926,937 2020 05 20 6,526,670 97 6,318,835 2020 06 29 12,309,091 98 12,039,938 22,971 2021 12 21 9,495,835 92 8,702,762 453,982 2022 10 12 2,258,182 100 2,258,182 2022 12 09 10,885,455 56 6,116,031 3,953,014 2023 03 01 6,927,868 42 2,905,595 3,227,385 2023 06 30 3,697,273 100 3,697,273 178,578 2023 09 21 6,933,636 45 3,120,285 3,278,609 2023 09 26 7,118,182 47 3,368,873 3,214,565 2023 10 16 3,011,182 35 1,049,990 76,664 2023 12 28 4,609,091 100 4,598,168 1,337,486 2024 04 04 3,850,000 93 3,584,631 2,044,631 2025 08 04 4,349,511 18 793,763 474,547 위성영상솔루션 2024 11 05 9,238,385 44 4,039,001 1,457,399 2025 03 04 6,309,909 58 3,666,828 932,590 전자공시시스템 dart.fss.or.kr Page 91 25."
Layer_1_Identity,Business_Report_2026,"법인세 1 법인세비용 수익 의 구성내역 2 자본에 직접 반영되는 법인세 3 법인세비용 수익 과 회계이익의 관계 단위 천원 구 분 당기 전기 당기납부세액 204,359 1,400,772 조정사항 일시적차이의 변동 1,342,841 816,499 전기법인세 조정 자본에 직접 가감하는 이연법인세 27,959 809,755 법인세비용 수익 1,110,523 1,407,516 단위 천원 구 분 당기말 전기말 확정급여제도 재측정요소 109,933 79,435 전환권대가 81,146 730,320 기타 828 합계 27,959 809,755 단위 천원 구 분 당기 전기 세전이익 11,452,363 17,720,383 적용세율에 따른 법인세 2,640,960 3,095,085 조정사항 비공제비용 291,842 408,778 비과세수익 인식하지 아니한 일시적차이 변동 1,321,245 4,050,393 세액공제및감면 162,444 기타 79,794 43,431 법인세비용 수익 1,110,523 1,407,517 전자공시시스템 dart.fss.or.kr Page 97 4 이연법인세자산 부채 의 증감내역 당기 단위 천원 구 분 기초금액 당기손익반영 기타포괄손익반영 기말금액 감가상각비 230,027 32,699 262,726 미수수익 394,274 126,729 267,545 외화환산이익 28,003 2,349 25,654 매도가능증권평가이익 2,129 113 828 3,070 외화환산손실 24,791 11,944 12,847 정부보조금 26,394 19,988 46,382 퇴직연금 DC 5,837 773 6,610 사용권자산 295,125 37,354 257,771 리스부채 337,549 40,437 297,112 현재가치할인차금 7,144 2,193 4,951 기계장치 723 241 482 기타유형자산 126 42 84 무형자산 5,471,539 669,118 4,802,421 연차부채 48,033 75,012 123,045 퇴직급여부채 1,847,561 243,647 109,933 2,201,141 기타장기종업원급여부채 72,455 128,645 201,100 이월세액공제 3,283,194 1,073,211 4,356,405 퇴직연금운용자산 1,742,078 347,921 2,089,999 대손충당금 573,602 42,634 616,236 이월결손금 2,548,567 477,631 3,026,198 자기주식 528,461 27,814 556,275 재고자산평가손실 83,341 310,833 394,174 지분법주식 2,038 2,038 토지 212,745 11,197 223,942 계약자산대손충당금 1,187 1,187 하자보수충당금 32,144 32,144 공사손실충당금 28,129 64,945 93,074 당기손익공정가치측정금융자산 176 17 193 전환권대가 730,320 81,146 811,466 전환권조정 1,194,967 221,238 973,729 인정이자 610 336 946 건설중인자산 531,089 42,224 573,313 상환할증금 311,538 311,538 파생상품자산 129,473 72,105 57,368 파생상품부채 637,512 19,920 657,432 세액공제 75 75 소계 100,370 3,191,110 27,959 3,118,699 인식하지 않은 일시적차이 6,593,184 1,875,988 8,469,172 전자공시시스템 dart.fss.or.kr Page 98 전기 합계 6,693,554 1,315,122 27,959 5,350,473 단위 천원 구 분 기초금액 사업결합으로 인한 증감 당기손익반영 기타포괄손익반영 기말금액 전환권대가 1,460,640 730,320 730,320 감가상각비 213,526 11,163 224,689 미수수익 223,944 170,316 394,260 매도가능증권평가이익 2,129 2,129 비품국고보조금 12,070 1,993 10,077 사용권자산 44,845 17,287 62,132 리스부채 46,051 16,330 62,381 무형자산 5,926,252 454,634 5,471,618 연차부채 105,458 81,946 23,512 퇴직급여부채 2,194,537 531,894 79,435 1,742,078 기타장기종업원급여부채 19,880 328 20,208 공사손실충당금 8,325 12,543 20,868 대손충당금 200,162 16,035 216,197 재고자산평가손실 13,959 69,383 83,342 퇴직연금운용자산 2,194,537 452,459 1,742,078 하자보수충당금 32,144 32,144 자기주식 528,461 528,461 토지 212,745 212,745 계약자산대손충당금 432,402 432,402 국고보조금 기계장치 5,267 734 4,533 국고보조금 소프트웨어 4,727 4,727 국고보조금 특허권 132 38 94 승용차업무용한도초과액 4,089 1,250 5,339 합계 5,877,055 1,626,254 809,755 6,693,554 전자공시시스템 dart.fss.or.kr Page 99 5 당기말 현재 이연법인세자산을 인식하지 아니한 가산할 일시적 차이를 초과하는 차감할 일시적차이 및 이월결손금 등의 내역은 다음과 같습니다."
Layer_1_Identity,Business_Report_2026,연결회사는 보고기간말 현재 향후 사업계 획의 불확실성을 고려하여 차감할 일시적 차이 및 이월결손금과 관련된 이연법인세 자산을 인식하지 않았습니다.
Layer_1_Identity,Business_Report_2026,우발부채와 약정사항 1 당기말 현재 타인으로부터 제공받은 지급보증의 내역은 다음과 같습니다.
Layer_1_Identity,Business_Report_2026,"상기 지급보증과 관련하여 대표이사로부터 11,152,306천원의 지급보증을 제공받고 있 으며, 연결회사의 금융상품을 담보로 제공하고 있습니다 주석6 참조 ."
Layer_1_Identity,Business_Report_2026,"한편, 지배기업은 기업은행으로부터 3,500,000천원의 원화지급보증을 제공받고 있으며, 이 와 관련하여 지배기업이 소유한 AP위성의 보통주식 1,000,000주를 담보로 제공하고 있습 니다."
Layer_1_Identity,Business_Report_2026,3 당기말 현재 연결회사가 타인을 위하여 제공하고 있는 담보 및 보증의 내역은 다음과 같 습니다.
Layer_1_Identity,Business_Report_2026,"단위 1USD,천원 금융기관명 구분 한도액 사용액 담보제공 KEB 하나은행 수입신용장발행 포괄 USD 944,000 내국신용장발행 포괄 300,000 계약이행지급보증 USD 60,000 단위 천원 금융기관 담보제공처 보증금액 신한은행 서울보증보험 15,000 신한은행 서울보증보험 484,340 KEB하나은행 Thuraya 86,094 전자공시시스템 dart.fss.or.kr Page 103 32."
Layer_1_Identity,Business_Report_2026,재화 및 용역의 제공에 따른 매출채권 현금성자산도 손상 규정의 적용대상에 포함되나 식별된 기대신용손실은 유의적이지 않습니 다.
Layer_1_Identity,Business_Report_2026,5 자본위험관리 연결회사의 자본관리 목적은 계속기업으로서 주주 및 이해연결회사자들에게 이익을 지속적 으로 제공할 수 있는 능력을 보호하고 자본비용을 절감하기 위해 최적 자본구조를 유지하는 것입니다.
Layer_1_Identity,Business_Report_2026,"단위 천원 구 분 당기 전기 기초 1,102,916 27,258 당기손익으로 인식된 손실충당금의 증감 168,927 96,707 사업결합으로 인한 증가 978,951 기말 1,271,843 1,102,916 단위 천원 구 분 당기말 전기말 부채총계 95,083,365 90,546,618 차감 현금및현금성자산 44,372,465 118,675,411 조정부채 50,710,900 28,128,793 자본총계 177,989,988 188,210,551 조정부채비율 28.49 전자공시시스템 dart.fss.or.kr Page 113 36."
Layer_1_Identity,Business_Report_2026,"4 반복적인 측정치의 수준 3의 변동 내역 단위 천원 구 분 공정가치 가치평가기법 투입변수 수준3 투입변수 당기손익 공정가치 측정 금융자산 정보통신공제조합 19,146 순자산가치법 자산가치 크립톤 엔젤링크 7호 개인투자조합 50,000 순자산가치법 자산가치 스타트업코리아IBK 스틱테크챔피언펀드 1,307,808 순자산가치법 자산가치 제1회 전환사채 매도청구권 200,000 Compound Call Option 모형 주가변동성 52.49 기타포괄손익 공정가치 측정 금융자산 땡스카본 주식회사 300,000 순자산가치법 자산가치 소프트웨어공제조합 110,825 순자산가치법 자산가치 당기손익 공정가치 측정 금융부채 제1회 전환사채 조기상환청구권 6,439,519 Tsiveriotis Fernandes 모형 주가변동성 52.49 씨에스오 전환상환우선주 3,809,811 Tsiveriotis Fernandes 모형 주가변동성 56.30 쎄스 전환상환우선주 1,572,717 Tsiveriotis Fernandes 모형 주가변동성 56.30 단위 천원 구 분 당기 전기 공정가치 측정 금융자산 공정가치 측정 금융부채 공정가치 측정 금융자산 공정가치 측정 금융부채 기초 1,987,779 11,822,047 317,740 취득 2,013,423 953,856 3,843,164 10,910,491 사업결합으로 인한 증감 110,825 연결범위 변동 1,293,090 총손익 당기손익인식액 728,166 788,230 2,283,950 기타포괄손익인식액 3,765 911,556 기말 3,276,801 10,694,583 1,987,779 11,822,047 전자공시시스템 dart.fss.or.kr Page 117 37."
Layer_1_Identity,Business_Report_2026,"일반사항 주식회사 컨텍 이하 당사 은 2015년 1월 5일자로 설립된 우주분야 전문기업으로 위성과 연결하고 데이터를 수신할 수 있는 지상국 서비스, 위성영상 데이터 처리 및 분석 서비스 등 지상분야에서 요구되는 모든 솔루션을 제공합니다."
Layer_1_Identity,Business_Report_2026,당사는 2023년 11월 9일자로 주식을 협회중개시장 KOSDAQ 에 등록하였습니다.
Layer_1_Identity,Business_Report_2026,"당사는 본점을 대전광역시 유성구 지족로에 두고 있으며, 설립 후 수차례의 증자 등을 거쳐 당기손익 공정가치금융자산의취득 1,276,655,020 250,000,000 0 단기대여금의 대여 2,785,200,000 0 500,000,000 장기대여금의 대여 67,428,800 0 0 유형자산의 취득 5,194,723,242 3,468,678,769 13,742,666,239 무형자산의 취득 68,063,776 87,047,981 67,816,288 종속기업투자의 취득 0 69,279,316,613 60,000,000 보증금의 증가 284,349,000 556,433,000 565,631,000 기타포괄손익 공정가치측정금융자산의취 득 736,767,660 0 300,000,000 ."
Layer_1_Identity,Business_Report_2026,2.1 재무제표 작성 기준 당사는 2022년 1월 1일 이후에 개시하는 연차보고기간부터 국제회계기준을 채택하여 제정 한 한국채택국제회계기준을 적용하고 있습니다.
Layer_1_Identity,Business_Report_2026,"전자공시시스템 dart.fss.or.kr Page 126 기업회계기준서 제1118호 재무제표 표시와 공시 제정 기업회계기준서 제1118호 재무제표 표시와 공시 는 기업회계기준서 제1001호 재무제표 표 시 를 대체하며, 기업 간 재무성과의 비교가능성을 향상시키고 목적적합한 정보를 제공하기 위한 새로운 요구사항을 포함합니다."
Layer_1_Identity,Business_Report_2026,당사는 상기에 열거된 제 개정사항이 재무제표에 미치는 영향이 중요하지 않을 것으로 판 단하고 있습니다.
Layer_1_Identity,Business_Report_2026,전자공시시스템 dart.fss.or.kr Page 127 2.4 외화환산 1 기능통화와 표시통화 당사는 재무제표에 포함되는 항목들을 각각의 영업활동이 이뤄지는 주된 경제 환경에서의 통화 기능통화 를 적용하여 측정하고 있습니다.
Layer_1_Identity,Business_Report_2026,전자공시시스템 dart.fss.or.kr Page 128 2.5 금융자산 1 분류 당사는 다음의 측정 범주로 금융자산을 분류합니다.
Layer_1_Identity,Business_Report_2026,당사는 금융자산을 관리하는 사업모형을 변경하는 경우에만 채 무상품을 재분류합니다.
Layer_1_Identity,Business_Report_2026,"전자공시시스템 dart.fss.or.kr Page 129 2 측정 당사는 최초 인식시점에 금융자산을 공정가치로 측정하며, 당기손익 공정가치 측정 금융자 산이 아닌 경우에 해당 금융자산의 취득과 직접 관련되는 거래원가는 공정가치에 가산합니 다."
Layer_1_Identity,Business_Report_2026,당사는 채무상품을 다음의 세 범주로 분류합니다.
Layer_1_Identity,Business_Report_2026,지분상품 당사는 모든 지분상품에 대한 투자를 후속적으로 공정가치로 측정합니다.
Layer_1_Identity,Business_Report_2026,전자공시시스템 dart.fss.or.kr Page 130 3 손상 당사는 미래전망정보에 근거하여 상각후원가로 측정하거나 기타포괄손익 공정가치로 측정 하는 채무상품에 대한 기대신용손실을 평가합니다.
Layer_1_Identity,Business_Report_2026,"단, 매출채권 및 리스채권에 대해 당사는 채권의 최초 인식시점부터 전체기간 기대신용손실을 인식하는 간편법을 적용합니다."
Layer_1_Identity,Business_Report_2026,"법적으로 집행가능한 상계권리는 미래사건 에 좌우되지 않으며, 정상적인 사업과정의 경우와 채무불이행의 경우 및 지급불능이나 파산 의 경우에도 집행가능한 것을 의미합니다."
Layer_1_Identity,Business_Report_2026,2.14 매입채무와 기타채무 매입채무와 기타채무는 당사가 보고기간말 전에 제공받은 재화나 용역에 대하여 지급하지 않은 부채입니다.
Layer_1_Identity,Business_Report_2026,2.18 수익인식 당사는 기업회계기준서 제1115호 고객과의 계약에서 생기는 수익 의 적용범위에 포함되는 고객과의 모든 계약에 5단계 수익인식모형 계약 식별 수행의무식별 거래가격 산정 거래가격을 수행의무에 배분 수행의무 이행 시 수익 인식 을 적용하여 수익 을 인식합니다.
Layer_1_Identity,Business_Report_2026,"전자공시시스템 dart.fss.or.kr Page 136 1 수행의무의 식별 당사는 1 지상국 데이터서비스 위성 및 발사체 운영기관, 기업을 대상으로 지상국을 이용하 여 위성데이터를 수신하여 전달하는 서비스 , 2 지상국 엔지니어링서비스 고객의 지상국 및 위성운영을 위한 하드웨어 및 소프트웨어 개발 및 설치, 유지보수를 제공하는 서비스 및 3 위성영상서비스 위성영상 데이터의 왜곡을 보정하는 전처리 시스템 개발 및 서비스 제공, 위 성영상을 활용한 고객맞춤화 서비스 제공 등 사업을 영위하고 있습니다."
Layer_1_Identity,Business_Report_2026,"당사는 고객이 재화나 용역 그 자체에서 효익을 얻거나 고객이 쉽게 구할 수 있는 다른 자 원과 함께하여 그 재화나 용역에서 효익을 얻을 수 있고, 고객에게 재화나 용역을 이전하 기로 하는 약속을 계약 내의 다른 약속과 별도로 식별해 낼 수 있다면 구별되는 별도의 수행 의무로 식별합니다."
Layer_1_Identity,Business_Report_2026,당사는 수행의무를 이행하는 시점을 판단하기 위한 통제 이전의 지표 로 다음을 참고하고 있습니다.
Layer_1_Identity,Business_Report_2026,"기업은 자산에 대해 현재 지급청구권이 있다 고객에게 자산의 법적 소유권이 있다 기업이 자산의 물리적 점유를 이전하였다 자산의 소유에 따른 유의적인 위험과 보상이 고객에게 있다 고객이 자산을 인수하였다 전자공시시스템 dart.fss.or.kr Page 137 3 기간에 걸쳐 이행하는 수행의무 당사는 다음 기준 중 어느 하나를 충족하는 경우 재화나 용역에 대한 통제를 기간에 걸쳐 이 전하므로, 기간에 걸쳐 수행의무를 이행하는 것으로 보아 기간에 걸쳐 수익을인식하고 있습 니다."
Layer_1_Identity,Business_Report_2026,고객은 기업이 수행하는 대로 기업의 수행에서 제공하는 효익을 동시에 얻고 소비한다.
Layer_1_Identity,Business_Report_2026,"2.19 리스 당사는 대가와 교환하여 일정 기간 동안 식별되는 자산의 사용통제권을 이전하는 계약을 리 스로 분류하고 있으며 사무실, 자동차 및 지상국 부지 등을 리스하고 있습니다."
Layer_1_Identity,Business_Report_2026,"한편, 당사는 리스기간이 12개월 이내인 단기리스와 소액 기초자산 리스에 대하여 사용권자 산과 리스부채를 인식하지 않는 실무적 간편법을 선택하였습니다."
Layer_1_Identity,Business_Report_2026,당사는 이러한 리스에 관 련된 리스료를 리스기간에 걸쳐 정액법에 따라 비용으로 인식합니다.
Layer_1_Identity,Business_Report_2026,"2 리스제공자 당사가 리스를 제공하는 경우, 리스제공자로서 당사는 리스약정일에 리스가 금융리스인지 운용리스인지 판단합니다."
Layer_1_Identity,Business_Report_2026,각 리스를 분류하기 위하여 당사는 리스가 기초자산의 소유에 따 른 위험과 보상의 대부분을 이전하는지를 전반적으로 판단합니다.
Layer_1_Identity,Business_Report_2026,"당사는 특정 기간동안 과세소득의 일정 금액을 투자, 임금증가 등에 사용하지 않았을 때 세 법에서 정하는 방법에 따라 산정된 법인세를 추가로 부담합니다."
Layer_1_Identity,Business_Report_2026,당사는 보고기간말 현재 중요한 시장상황에 기초하여 다양한 평가기법의 선택 및 가 정에 대한 판단을 하고 있습니다.
Layer_1_Identity,Business_Report_2026,"당사는 이러한 가정의 설정 및 손상모델에 사용되는 투입변수의 선정에 있어서 당사의 과거 경험, 현재 시장 상황, 재무보고일 기준의 미래전망정보 등을 고려하여 판단합니다."
Layer_1_Identity,Business_Report_2026,부문별정보 1 당사는 영업수익을 창출하는 재화나 용역의 성격 및 서비스를 제공하기 위한 자산의 특 성 등을 고려하여 당사 전체를 단일 보고부문으로 결정하였습니다.
Layer_1_Identity,Business_Report_2026,"단위 천원 구 분 당기말 전기말 보통예금 등 23,589,634 27,464,373 단위 천원 계정과목 종류 금융기관 당기말 전기말 사용제한내용 담보제공처 장기금융상품 정기예금 농협은행 100,000 선금보증 서울보증보험 정기예금 농협은행 330,000 계약보증 서울보증보험 정기예금 농협은행 700,000 선금보증 서울보증보험 합계 1,130,000 단위 천원 구 분 당기말 전기말 원재료 135,069 재공품 3,201,531 2,573,534 합계 3,336,600 2,573,534 전자공시시스템 dart.fss.or.kr Page 143 8."
Layer_1_Identity,Business_Report_2026,1 당사는 당기 중 Liberatech Space Pte Ltd의 보통주 지분 5.75 를 신규 취득하였습니 다.
Layer_1_Identity,Business_Report_2026,2 당사는 당기 중 주식회사 보이저벤쳐스의 보통주 지분 10 를 신규 취득하였습니다.
Layer_1_Identity,Business_Report_2026,"2 전기 중 당사는 에이피위성 주 의 지분 24.72 를 63,399,800천원에 매입하였습니다."
Layer_1_Identity,Business_Report_2026,"유형자산 1 유형자산의 구성내역 당기말 1 당사는 K IFRS 제1036호 자산손상에 따라 유형자산의 손상 징후를 검토한 결과, 당기 말 기준 건설중인자산의 가치 하락과 예상 순현금흐름 및 영업손익의 유의적 악화가 확인되 었습니다."
Layer_1_Identity,Business_Report_2026,"2 당사는 제작이 완료된 위성을 해당 자산의 성격 및 용도를 고려하여 건설중인자산에서 기타유형자산으로 대체하였으며, 관련 손상차손누계액 또한 자산의 차감 계정으로 대체하였 습니다."
